#GENE SYNS
KIF19	FLJ37300,KIF19A
HECTD2	FLJ37306
TMEM272	LINC00282,NCRNA00282,FLJ37307,FLJ37307
DAPK1	DAPK,ROCO3
FBLN7	FLJ37440,TM14
CES4A	CES8,FLJ37464
NAT8L	FLJ37478,Hcml3
ZNF781	FLJ37549
C5orf24	FLJ37562
FAM133A	CT115,FLJ37659,RP1-32F7.2
DAPK2	DRP-1,MGC119312
IGSF22	FLJ37794,IGFN2
ANKRD42	FLJ37874,PPP1R79,SARP
TYW5	C2orf60,FLJ37953
THEM5	FLJ37964
LCLAT1	LYCAT,AGPAT8,ALCAT1,FLJ37965
CCDC88B	CCDC88,BRLZ,FLJ00354,FLJ37970,GIPIE,HkRP3
ZNF572	FLJ38002
CNEP1R1	TMEM188,FLJ38101,NEP1-R1,FLJ38101,NEP1-R1
DAPK3	ZIP,ZIPK
CCDC89	FLJ38159
TMEM266	C15orf27,FLJ38190
PRAMEF15	OTTHUMG00000007921
ZNF776	FLJ38288
ANKFN1	FLJ38335
GPATCH11	CCDC75,CENPY,CENP-Y,FLJ38348
AMER3	FAM123C,FLJ38377
FAM98B	FLJ38426
TMEM192	FLJ38482
TENT2	PAPD4,FLJ38499,GLD2,TUT2
ALDH1L2	FLJ38508,mtFDH
GAGE12B	OTTHUMG00000024142
DARS	.
DAND5	CER2,CKTSF1B3,Coco,DANTE,DTE,FLJ38607,GREM3
LSMEM2	C3orf45,FLJ38608
CFAP161	C15orf26,FLJ38615
RNF185	FLJ38628
C12orf65	FLJ38663,SPG55
ZFP41	FLJ00028,FLJ38705,ZNF753
MAB21L3	C1orf161,FLJ38716
LACC1	C13orf31,FAMIN,FLJ38725
WDR72	FLJ38736
KLHDC7A	FLJ38753
TMEM105	FLJ38792
ANKS4B	FLJ38819,HARP
EID2B	EID-3,FLJ38944
ARL14EP	C11orf46,ARF7EP,FLJ38968
C2orf69	FLJ38973
ADORA3	AD026
DIDO1	DATF1,BYE1,DIO1,DIO-1,dJ885L7.8,FLJ11265,KIAA0333,BYE1,DIO1,DIO-1,dJ885L7.8,FLJ11265,KIAA0333
C1orf216	FLJ38984
COX18	FLJ38991
CNIH3	CNIH-3,FLJ38993
CYB561D1	FLJ39035,FLJ44753
DYNAP	C18orf26,FLJ39106
RPTN	FLJ39117
DAXX	DAP6
EGFLAM	AGRINL,AGRNL,FLJ39155,PIKA
RNF152	FLJ39176
ANKLE1	ANKRD41,FLJ39369,LEMD6
FAM241A	C4orf32,FLJ39370
RILPL1	FLJ39378
SPTY2D1	DKFZp686I068,FLJ39441,Spt2
DAZ1	DAZ,SPGY
CYP4F22	FLJ39501
CCDC141	CAMDI,FLJ39502
ERICH5	C8orf47,FLJ39553
YIPF7	FinGER9,FLJ39576
MPV17L	FLJ39599,MLPH1,MLPH2,MPV17L1
NKAIN3	FAM77D,FLJ39630
DAZAP1	MGC19907
C17orf78	FLJ39647
CCDC150	FLJ39660
FAM169B	FLJ39743,KIAA0888L
SLC38A11	AVT2,FLJ39822
AMER1	FAM123B,FLJ39827,RP11-403E24.2,WTX
TIGIT	VSTM3,DKFZp667A205,FLJ39873,DKFZp667A205,FLJ39873
RGS21	.
DAZAP2	KIAA0058
ODF3L2	C19orf19,FLJ40059
CFAP100	CCDC37,FLJ40083,MIA1
CCDC38	FLJ40089
C17orf47	FLJ40121
PPM1N	FLJ40125
C12orf40	FLJ40126
CNTD1	CNTD,FLJ40137
SLC35G3	AMAC1,TMEM21A,FLJ40154,FLJ40154
DAZL	DAZLA,DAZH,DAZL1,MGC26406,SPGYLA
STPG4	C2orf61,FLJ40172
CCDC168	C13orf40,FLJ40176
ANKRD31	FLJ40191
LEXM	C1orf177,FLJ40201,LEM
SIGLECL1	SIGLEC23P,SIGLECP7,FLJ40235,FLJ40235,FLJ40235
MROH2B	HEATR7B2,DKFZp781F0822,FLJ40243
TBC1D28	FLJ40244
RBMXL3	CXorf55,FLJ40249
C2orf73	FLJ40298
HSF5	FLJ40311
EFCAB13	C17orf57,FLJ40342
CCDC105	FLJ40365
CCNYL1	FLJ40432
BRINP1	DBC1,DBCCR1,FAM5A,FAM5A
PARP15	FLJ40597,pART7
CKAP2L	FLJ40629,radmis
TCAF2	FAM139A,FLJ40722,GATD9,FLJ40722,GATD9
PLD5	FLJ40773
GEN1	FLJ40869,Gen
TCTEX1D1	FLJ40873
FAM216B	C13orf30,FLJ40919
RNF19B	IBRDC3,FLJ90005
TAPT1	FLJ90013
FAM43A	FLJ90022
ZNF718	FLJ90036
DBH	DBM
TMEM86A	FLJ90119
GGT6	FLJ90165
APCDD1L	FLJ90166
TPRN	C9orf75,DFNB79,FLJ90254,FLJ90254
ZNF791	FLJ90396
RGMB	DRAGON,FLJ90406
ZNF680	FLJ90430
TMTC3	FLJ90492,SMILE
ADPRH	ARH1
DBI	ACBD1,ACBP
CCDC96	FLJ90575
OTOGL	C12orf64,FLJ90579
RELL2	C5orf16,FLJ90583
LVRN	APQ,AQPEP,FLJ90650,TAQPEP
INO80E	CCDC95,FLJ90652
PRSS36	FLJ90661
SLC38A9	FLJ90709
HTRA4	FLJ90724
ZNF619	FLJ90764
ZCCHC24	C10orf56,FLJ90798,Z3CXXC8
TMEM145	FLJ90805
SPC24	SPBC24,FLJ90806
PUSL1	FLJ90811
N4BP2L2	CG005,PFAAP5
SMAGP	hSMAGP,MGC149453,MGC149454
DUS3L	DUS3,FLJ13896
PARP6	pART17
ERCC6L2	C9orf102,FLJ37706,RAD26L
NCLN	NET59,NICALIN
WDR93	.
ABHD17C	FAM108C1
JAGN1	FLJ14602,GL009
FOXRED1	H17
CDV3	H41
C15orf41	FLJ22851,HH114,MGC11326
C22orf31	bK747E2.1,HS747E2A
TMA7	CCDC72,HSPC016
SPOUT1	C9orf114,CENP-32,HSPC109
NOP16	HSPC111,HSPC185,LOC51491
RTCB	C22orf28,FAAP,HSPC117
CTDSPL2	FLJ10523,HSPC129
TRIAP1	HSPC132,MDM35,P53CSV,p53CSV,WF-1
HIKESHI	C11orf73,HSPC138,HSPC179,OPI10
CWC15	AD002,C11orf5,Cwf15,HSPC148
TRMT112	HSPC152,HSPC170,hTrm112,TRM112,TRMT11-2
UFC1	HSPC155
CHMP5	SNF7DC2,CGI-34,HSPC177,Vps60,CGI-34,HSPC177,Vps60
CXXC5	HSPC195,RINF,WID
TMEM138	HSPC196,JBTS16
MTFP1	HSPC242,MTP18
FMC1	C7orf55,HSPC268
HYI	HT036
DBN1	D0S117E
IZUMO4	C19orf36
TDRP	C8orf42,INM01,TDRP1,TDRP2
OPN1MW2	.
KIAA1109	FLJ21404,FSA,KIAA1371,Tweek
MINDY2	FAM63B,KIAA1164
ZBTB47	ZNF651,DKFZp434N0615,KIAA1190
INO80	INOC1,hINO80,Ino80,INO80A,KIAA1259
GPCPD1	GDE5,GDPD6,KIAA1434
MROH1	HEATR7A,KIAA1833
WDR97	KIAA1875
DBNL	ABP1,HIP-55,SH3P7
WDR90	C16orf19,FLJ36483,KIAA1924,FLJ36483,KIAA1924,FLJ36483,KIAA1924,FLJ36483,KIAA1924,FLJ36483,KIAA1924
RNF169	KIAA1991
MISP3	.
PTPMT1	DUSP23,MOSP,PLIP
C12orf56	.
LRRC58	.
LYSMD3	FLJ13542
DBP	DABP
COX20	FAM36A,FLJ43269
ABHD15	.
C10orf71	FLJ45913
PDZD8	PDZK8,bA129M16.2,FLJ34427
ANAPC16	C10orf104,APC16,bA570G20.3,CENP-27,FLJ33728
CPXM2	CPX2,UNQ676
COLCA2	C11orf93,CASC13
DNAJC24	DPH4,ZCSL3,JJJ3,JJJ3
DBT	.
FAM186A	LOC121006
HIGD2B	HIGD2BP
ZNF720	.
METTL23	C17orf95,LOC124512
KRBA2	.
DDX3Y	DBY
C17orf64	.
TMEM132E	DFNB99
SPNS2	.
ZSWIM7	SWS1
INO80C	C18orf37,FLJ38183,hIes6,IES6
ZNF816	ZNF816A
CCDC159	.
ZNF787	.
WDR88	PQWD
PARP1	ADPRT,PPOL,PARP,PARP
DCLK1	DCAMKL1,DCDC3A,DCLK,KIAA0369
MISP	C19orf21,Caprice,DKFZp686H18209,MISP1
PLK5	PLK5P,SgK384ps
CCDC163	C1orf231,CCDC163P,LOC126661,LOC126661
SHE	.
LRRC38	.
IFFO2	.
TPRG1L	FAM79A,FLJ21811,RP11-46F15.3
PIFO	C1orf88,FLJ23853,pitchfork
DCC	IGDCC1,NTN1R1
TATDN3	.
TBC1D3B	TBC1D3I,PRC17
C22orf39	MGC74441
TRABD2A	C2orf89,TIKI1
LYG1	SALW1939
CMPK2	NDK,TYKi,UMP-CMPK2
FAM168B	KIAA0280L,MANI
C2orf76	AIM29,LOC130355,MGC104437
LYPD6B	CT116,LYPD7
OR2G6	.
FBXO36	Fbx36,FLJ37592
ZPLD1	.
COL6A6	.
C4orf33	FLJ33703
C5orf47	LOC133491
C5orf49	LOC134121
FAM173B	JS-2
ECI1	DCI
DNAJC21	DNAJA5,GS3,JJJ1
TMEM171	PRP2
SOWAHA	ANKRD43
SVOPL	MGC46715
UBXN2B	p37
RALYL	HNRPCL3
C9orf57	.
LCN8	LCN5
PTRH1	C9orf115,PTH1
DCK	.
SPIN4	FLJ44984,TDRD28
LDLRAD3	LRAD3
PLEKHA7	DKFZp686M22243
DCN	DSPG2,SLRR1B
BCDIN3D	.
RFLNA	FAM101A,Cfm2,FLJ44614,RefilinA
ETFRF1	LYRM5
KRT80	KB20
HNRNPA1L2	LOC144983
ACE	DCP1,ACE1,CD143
TBC1D3E	.
PGPEP1L	.
MOSMO	C16orf52,ATTHOG,BC030336
VWA3A	FLJ40941,FLJ46765
CARMIL2	RLTPR,LRRC16C
DCT	TYRP2
SLC22A31	.
RBFOX3	FOX-3,HRNBP3,NeuN
PARP4	ADPRTL1,p193,VAULT3,VPARP,VWA5C
DCTD	.
PIK3R6	C17orf38,FLJ34500,HsT41028,p87PIKAP
KIF18B	.
NOTUM	.
DCTN1	.
ANKRD29	FLJ25053
VSIG10L	.
C19orf84	.
SPACA6	NCRNA00085,SPACA6P,LET7EH,LET7EH,LET7EH
SMIM17	.
FAM98C	FLJ44669
DCTN2	DCTN-50,RBP50
DPY19L3	.
ZNF714	.
DCTN3	DCTN-22
SHISA4	C1orf40,TMEM58,hShisa4,hShisa4
DCX	DBCN,DC,LISX,SCLH,XLIS
BTBD19	.
RNF187	RACO1,RACO-1
DDAH1	DDAH
YDJC	.
DDAH2	G6A
C22orf42	.
PHETA2	FAM109B,DKFZp686J07229,IPIP27B,SES2
GPAT2	CT123
DDB1	.
GAREM2	GAREML,FLJ00375,KIAA2038,FLJ00375,KIAA2038
DDB2	DDBB,FLJ34321,UV-DDB2,XPE
DDC	AADC
ZNF827	.
NIPAL1	NPAL1,DKFZp686A06115
ZNF595	FLJ31740
PARP2	ADPRTL2
ASAP1	DDEF1,CENTB4,KIAA1249,PAP,ZG14P
SPINK13	HESPINTOR,LiESP6,MGC149260,SPINK5L3
ASAP2	DDEF2,CENTB3,KIAA0400,PAP,SHAG1
TMEM213	.
ZNF783	DKFZp667J212
RBM33	PRR8,DKFZp434D1319,DKFZp686F102,MGC20460
ANKRD46	.
ESCO2	RBS,EFO2
C8orf37	BBS21,CORD16,FLJ30600,RP64
ERICH1	.
SPAAR	LINC00961,SPAR
H2BFWT	.
TMEM30B	CDC50B
GOLGA6L4	.
ITPRIPL2	FLJ22994,LOC162073,MGC126798,MGC126800
RETREG3	FAM134C,DKFZp686B1036,FLJ33806
DDIT3	CHOP,CHOP10,GADD153
ZNF846	.
KANK4	ANKRD38,KIAA0172
UBXN2A	UBXD4
UGT3A2	.
ZNF800	.
ZNF596	.
IDO2	INDOL1
DDO	.
OLFML2A	FLJ00237
ZNF883	.
SPIN3	TDRD27
ZCCHC12	FLJ16123,PNMA7A,SIZN,SIZN1
TMEM273	C10orf128,Em:AC084727.5
ANTXRL	.
MPZL3	.
DDOST	GATD6,KIAA0115,OST,OST48,WBP1
AMN1	.
PLBD2	p76
CT62	.
GRAMD2A	GRAMD2
ACSF3	.
EME2	FLJ00151,SLX2B
MCEMP1	C19orf59,MGC132456
ADM5	C19orf76,AM5
FYB2	C1orf168,ARAP,FLJ43208,RP4-758N20.2
TMEM61	.
CDCP2	.
PARP3	ADPRTL3,ADPRT3,hPARP-3,IRT1,pADPRT-3
DDR1	PTK3A,CD167,RTK6,CD167,RTK6,CD167,RTK6,CD167,RTK6,CD167,RTK6
CRTC2	TORC2
IBA57	C1orf69,FLJ12734
DHFR2	DHFRL1,DHFRP4,FLJ16119,FLJ16119
DDR2	NTRKR3,TYRO10,TKT,TKT
FLCN	BHD,MGC17998,MGC23445
SAMD14	FLJ36890
LYRM9	C17orf108,HSD24
SPEM2	C17orf74
TRIM65	.
ZNF584	FLJ39899
DDT	DDCT,D-DT,MIF2,MIF-2
C4orf46	LOC201725,RCDG1
SMIM14	C4orf34,FLJ13289
SPATA24	CCDC161,T6441
FAM153B	.
R3HCC1	DKFZp564N123
INTS6L	DDX26B,FLJ41215
ANO5	LGMD2L,TMEM16E,GDD1,GDD1
PDILT	PDIA7
SMIM37	LINC00116,NCRNA00116
DDX1	DBP-RB
TMEM218	.
OTUD1	OTDC1,DUBA7
DDX10	Dbp4,HRH-J8
EEF1AKMT1	N6AMT2
SMIM13	C6orf228
DDX11	CHL1,CHLR1,ChlR1,KRG2,WABS
RSPH10B	.
CCDC129	FLJ38344
HEPACAM2	FLJ38683
TECRL	DKFZp313B2333,DKFZp313D0829,GPSN2L,SRD5A2L2,TERL
SLC25A30	.
MSRB3	DFNB74,DKFZp686C1178,FLJ36866
RELL1	.
DHX15	DDX15,DBP1,HRH2,PRP43,PRPF43,PrPp43p
ASPHD1	.
ZDHHC24	.
DHX16	DDX16,DBP2,Prp2,PRPF2
TMCO4	DKFZp686C23231
PLA2G4F	PLA2G4F/Z
CT47A11	CT47.11
DDX17	P72
RASGEF1C	FLJ35841
NPNT	EGFL6L,POEM
INAFM1	PRR24
SMCO1	C3orf43,DKFZp313B0440,FLJ41923
DDX18	Has1,MrDb
SYCE2	CESC1
BCLAF3	CXorf23
ARHGAP30	FLJ00267
C2orf72	LOC257407
DDX19B	DDX19,DBP5
C10orf53	Em:AC069546.1
RBM20	.
DDX20	DP103,GEMIN3
DDX21	GURDB,RH-II/GU
MAJIN	C11orf85
SLC25A45	.
CCDC153	LOC283152
DDX3X	DDX3,DBX,DDX14,HLP2
KCTD21	KCASH2
TMEM80	FLJ38216
RCOR2	.
DDX5	G17P1,HLR1,p68,p68
ZNF740	Zfp740
SPRYD4	DKFZp686N0877
DDX6	HLR2,RCK
GAS2L3	.
GXYLT1	GLT8D3,FLJ43151
DHX8	DDX8,Dhr2,HRH1,PRP22,PRPF22
DHX9	DDX9,LKP,RHA,RHA
SLC46A3	DKFZp686A1775,FLJ42613
KLHL23	FLJ37812,MGC22679,MGC2610
PIAS1	DDXBP1,GBP,GU/RH-II,ZMIZ3
DECR1	DECR,SDR18C1
FBXL22	Fbl22,FLJ39626
OR8U8	.
DECR2	PDCR,SDR17C1
EXOC3L1	EXOC3L,FLJ35539,FLJ35587
DEDD	CASP8IP1,DEDD1,DEFT,FLDED1,KE05
C16orf91	CCSMST1,gs103,URLC5
TSEN54	SEN54,SEN54L
TMEM235	.
CCDC57	FLJ00130,FLJ23754
C17orf58	.
MILR1	C17orf60,Allergin-1,MCA-32
CISD3	Miner2
METRNL	.
SIGLEC15	CD33L3,HsT1361
SMIM21	C18orf62
DEF6	IBP,SLAT,SWAP70L
ZNF780A	ZNF780
ZNF575	FLJ32567
PPP1R37	LRRC68
EMC10	C19orf63,HSM1,HSS1,INM02
DEFA1	DEFA2,MRS,HNP-1,HNP-1,HNP-1
RPL22L1	.
ZNF841	LOC284371
ZNF763	ZNF440L
SCGB2B2	SCGBL,SCGB4A2
NWD1	.
DEFA3	DEF3,HNP-3
FRRS1	SDFR2,SDR2
DEFA4	DEF4,HP-4
FAM102B	DKFZp779B126,SYM-3B
SYPL2	Mg29
ANKRD34A	ANKRD34
DEFA5	DEF5,HD-5
SPATA46	C1orf111
DEFA6	DEF6,HD-6
CPLX3	CPX-III
SLC25A34	DKFZp781A10161
DEFB1	BD1,DEFB-1,DEFB101,HBD1,HBD-1,MGC51822
DEFB4A	DEFB4,DEFB-2,HBD-2,SAP1,DEFB-2,HBD-2,SAP1,DEFB-2,HBD-2,SAP1
NT5DC4	.
DEK	D6S231E
ALKAL2	FAM150B,AUGA
DENR	DRP,DRP1,SMAP-3
IAH1	.
ADRA1A	ADRA1C,ADRA1L1
DES	CMD1I,CSM1,CSM2
CCDC66	DKFZp686C0433
CFD	DF,PFD,ADN,ADN
ZNF852	.
DPH3	ZCSL2,DELGIP,DELGIP1,DESR1,DPH3A,KTI11,MGC20197
DFFA	DFF1,DFF45,DFF-45,ICAD
DCAF4L1	WDR21B
RNF212	LOC285498,FLJ38841
DFFB	CAD,CPAN,DFF40,DFF-40
GPRIN3	FLJ42625,GRIN3
RNF175	FLJ34190
FAM200B	C4orf53
C5orf51	LOC285636
RNF180	.
C5orf60	.
HCG22	FLJ37114,PBMUCL2
CNPY1	.
ADRA1B	.
ZNF789	.
XKR6	C8orf5,C8orf7
MROH6	C8orf73
ZNF707	.
MICU3	EFHA2,DKFZp313A0139
TRIQK	C8orf83,DKFZp779L1068,LOC286144,PRO0845
DPY19L4	.
CFAP157	C9orf117
SOHLH1	C9orf157,bA100C15.3,bHLHe80,NOHLH,SPATA27,TEB2
PAXX	C9orf142,XLS
H2BFM	.
VSIG10L2	.
ANKRD13D	.
TMEM119	.
C12orf74	.
TMEM95	MGC129793,UNQ9390
C17orf67	.
OXLD1	C17orf90,MGC104712
ARL16	.
C17orf51	FLJ12977,FLJ31874,FLJ33618
MSL1	DKFZp686P24239,hMSL1,MSL-1
ADAMTSL5	THSD6
C1orf174	RP13-531C17.2
TMEM52	.
SPOPL	BTBD33
MROH2A	HEATR7B1
ESPNL	FLJ42568
C2orf70	LOC339778
CCDC36	CT74,FLJ25320
GADL1	.
TMPRSS11A	ECRG1
SLC6A19	.
TMEM173	ERIS,FLJ38577,MITA,MPYS,NET23,STING
FAM170A	ZNFD
MYLK4	SgK085
FAM221A	C7orf46,DKFZp686F0810,FLJ45875,MGC72075
AGBL3	CCP3,MGC32955
ZNF517	.
PABPC1L2A	RBM32A
GRHL2	TFCP2L3,BOM,FLJ13782,BOM,FLJ13782
BEX5	NGFRAP1L1
SATL1	.
ZNF850	ZNF850P
PRAMEF5	PRAMEF23,PRAMEF5L
PRAMEF9	.
PRAMEF10	.
FAM71F2	FAM137B
ADRA1D	ADRA1,ADRA1A,ADRA1R
ANKDD1A	FLJ25870
CTU2	C16orf84,NCS2
SKA2	FAM33A,FLJ12758
MCRIP1	FAM195B,GRAN2,MCRIP
LNP1	NP3
NIPAL4	ICHYN
WDR86	.
SPATA21	spergen2,spergen-2
WDPCP	C2orf86,BBS15,CPLANE5,fritz,hFrtz
ZNF691	Zfp691
FAM135B	C8ORFK32
TXNDC11	EFP1
DRICH1	C22orf43
EMC4	TMEM85,FLJ90746,MGC24415,PIG17
CCDC174	C3orf19,FLJ33839
PDZD11	PDZK11
TMEM69	C1orf154,FLJ21029
FAM178B	LOC51252
RNF181	HSPC238
MARCH2	HSPC240,MARCH-II,RNF172
KRCC1	FLJ22333
MEX3C	RKHD2,FLJ38871,RNF194
AMZ2	.
GSAP	PION,LOC54103
ZNF821	.
HIGD1C	Gm921
INKA2	C1orf183,FAM212B,FLJ31105,FLJ31105
ZMAT5	ZC3H19,SNRNP20
CIAPIN1	Anamorsin
CCDC181	C1orf114,FLJ25846
XPNPEP3	APP3,ICP55,NPHPL1
ZFP69B	ZNF643,FLJ34293,ZKSCAN23B,ZSCAN54B
ZNF628	ZEC,Zfp628
SAPCD2	C9orf140,p42.3
EFCAB12	C3orf25
ZNF616	MGC45556
ZNF766	.
FER1L6	C8ORFK23
ZNF605	.
STPG1	C1orf201,FLJ33340,MAPO2
ZNF799	ZNF842,HIT-40,MGC71805
LYRM7	C5orf31,FLJ20796,MZM1L
ZFAND2A	AIRAP
COX19	MGC104475
CCDC189	C16orf93,MGC104706
ZNF598	FLJ00086,HEL2
UAP1L1	.
ISX	RAXLX
NDUFAF2	NDUFA12L,B17.2L,mimitin,MMTN
ARRDC4	FLJ36045
CXorf40A	CXorf40,EOLA1
ATP6AP1L	.
BBIP1	NCRNA00081,bA348N5.3,BBIP10,BBS18
BICDL1	CCDC64,BICDR-1,FLJ26450
C1orf185	FLJ27485
CCDC102A	MGC10992
ADRA2A	ADRA2,ADRA2R,ADRAR,ADRAR
GSDME	DFNA5,ICERE-1
MMGT1	TMEM32,EMC5
MGAM2	.
LRRC3B	LRP15
TMEM97	MAC30
PPCDC	FLJ14585,MDS018
CCDC90B	MDS011,MDS025
SKA1	C18orf24,MGC10200
UBLCP1	CPUB1,MGC10067
ELMOD2	MGC10084
EXOSC7	EAP1,hRrp42p,KIAA0116,p8,RRP42,Rrp42p
ALDH16A1	MGC10204
TBCEL	LRRC35,MGC10233
CPTP	GLTPD1,MGC10334
RBM42	MGC10433
CCDC130	MGC10471
VPS26B	MGC10485,Pep8b
PRRC2B	KIAA0515,LQFBS-1,MGC10526,LQFBS-1,MGC10526,LQFBS-1,MGC10526
VPS25	DERP9,EAP20,MGC10540
NAA11	ARD1B,ARD2,hARD2
CPLANE2	C1orf89,RSG1,MGC10731,MGC10731
TMEM107	MGC10744
GLB1L	MGC10771
PRR7	MGC10772
FAM167B	C1orf90,MGC10820
TCHP	MGC10854,TpMs
FBXW9	Fbw9,MGC10870
SPX	C12orf39,MGC10946,NPQ,spexin
LIMD2	MGC10986
TMEM177	MGC10993
C9orf64	MGC10999
YIPF4	FinGER4,MGC11061
EIF1AD	haponin,MGC11102
CARD19	C9orf89,bA370F5.1,BinCARD,MGC11115
PRR15L	ATAD4,MGC11242
CRELD2	MGC11256
CENPO	CENP-O,MGC11266
C19orf57	MGC11271
NUDT16L1	SDOS
FBXL15	FBXO37,Fbl15,MGC11279
MFSD5	HsMOT2,MGC11308
GPAT3	AGPAT9,AGPAT10,HMFN0839,LPAAT-theta,MAG1,MGC11324
MFSD9	MGC11332
GFOD2	FLJ23802,MGC11335
ZXDC	FLJ13861,MGC11349
DUSP26	DUSP24,MGC1136
CCDC28B	MGC1203,RP4-622L5.5
PRRC1	FLJ32875
EFCAB2	CFAP200,DRC8,MGC12458
ZNF670	MGC12466
HDHD3	C9orf158,MGC12904
C18orf25	ARKL1,MGC12909,RNF111L1
PLPP7	PPAPDC3,FLJ14662,MGC12921,NET39,FLJ14662,MGC12921,NET39
MPV17L2	FKSG24,MGC12972
CCDC115	ccp1,FLJ30131,MGC12981
TMEM246	C9orf125,MGC12992
CHCHD6	CHCM1,MGC13016,Mic25,PPP1R23
ORAI3	TMEM142C,MGC13024
TMEM174	FLJ31268,MGC13034
CFAP300	C11orf70,MGC13040
NUDT22	MGC13045
C2orf88	MGC13057,smAKAP
ZNF607	FLJ14802,MGC13071
PDCD2L	MGC13096
TMEM79	FLJ16057,FLJ32254,MATT,MGC13102
ZNF559	MGC13105
BUD13	Cwc26,fSAP71,MGC13125
ADRA2B	ADRA2L1,ADRA2RL1,ADRARL1,ADRARL1
ZNF764	MGC13138
TMEM128	MGC13159
CCDC77	MGC13183
NTPCR	C1orf57,HCR-NTPase,MGC13186
RHNO1	C12orf32,HKMT1188,MGC13204,RHINO
MON1A	MGC13272,SAND1
PERM1	C1orf170,MGC13275,Perm1,RP11-54O7.8
CEP19	C3orf34,MGC14126
FAM83A	BJ-TSA-9,MGC14128
TMEM141	MGC14141
NAA38	LSMD1,MGC14151,PFAAP2
PIGY	MGC14156
FRMD5	MGC14161
COX14	C12orf62,MGC14288
TMEM203	HBEBP1,MGC14327
TXNDC17	TXNL5,MGC14353,TRP14
UBL7	BMSC-UbP,MGC14421
UTP23	C8orf53,MGC14595
GINS4	MGC14799,SLD5
LRRC39	MGC14816
LLPH	C12orf31,hLLP,MGC14817
MIEN1	C17orf37,C35,MGC14832,ORB3,Rdx12,XTP4
ANKRD40	MGC15396
ABHD14B	CIB,MGC15429
CCDC183	KIAA1984,bA216L13.7,MGC15438
SLC38A10	MGC15523,PP1744
NXPE3	FAM55C,MGC15606
HVCN1	Hv1,MGC15619,VSOP
HPDL	GLOXD1,4-HPPD-L,MGC15668
ALKBH6	MGC15677
IGSF21	MGC15730,RP11-121A23.1
TCEAL3	MGC15737,WEX8
PNMA6A	PNMA6C,MGC15827
PHYKPL	AGXT2L2,MGC15875
C1orf94	MGC15882
PCED1B	FAM113B,MGC16044
TBCK	HSPC302,MGC16169
PCGF5	RNF159,MGC16202
FAM86B1	MGC16279
R3HDM4	C19orf22,MGC16353
CENPBD1	MGC16385
TENT5B	FAM46B,MGC16491
FAM163A	C1orf76,MGC16664,NDSP
TMEM125	MGC17299
METTL7B	ALDI,MGC17301
TCEANC	MGC17403
TNFAIP8L1	MGC17791
TMEM136	MGC17839
TMEM263	C12orf23,MGC17943
GSG1L	KTSR5831,MGC18079,PRO19651
AKAIN1	C18orf42
SLFN5	MGC19764
ALG14	MGC19780
TMEM106A	MGC20235
CCDC97	FLJ40267,MGC20255
FAM69B	C9orf136,MGC20262
ZNF830	CCDC16,MGC20398,OMCG1
EID2	CRI2,EID-2,MGC20452
UBQLNL	MGC20470,MGC26958
CCDC32	C15orf57,MGC20481
WDR34	bA216B9.3,DIC5,FAP133,MGC20486
TMEM255B	FAM70B,MGC20579
MFSD12	C19orf28,MGC20700,PP3501
ADRA2C	ADRA2L2,ADRA2RL2,ADRARL2,ADRARL2
NT5C3B	NT5C3L,cN-IIIB,MGC20781
DOK6	DOK5L,HsT3226,MGC20785
LRRC45	MGC20806
CCDC151	MGC20983
YIPF6	FinGER6,MGC21416
TMEM99	MGC21518
PRELID2	FLJ38376,MGC21644
FAM131A	C3orf40,MGC21688
BRICD5	C16orf79,MGC21830
RCSD1	CapZIP,MGC21854,MK2S4
HIGD2A	MGC2198,RCF1B
TET3	hCG_40738,MGC22014
CHCHD7	COX23,MGC2217
PHOSPHO2	MGC22679
STK32A	MGC22688,YANK1
LRRIQ3	LRRC44,MGC22773
PEBP4	CORK1,hPEBP4,MGC22776
PPP1R35	C7orf47,MGC22793
ANKRD22	MGC22805
ZNF524	MGC23143
ZBTB9	MGC23166,ZNF919
TMIGD2	CD28H,IGPR-1,MGC23244
DHRS13	MGC23280,SDR7C5
ZFC3H1	PSRC2,CSRC2,KIAA0546,MGC23401,CSRC2,KIAA0546,MGC23401
TMEM167A	TMEM167,FLJ30508,MGC23909
TMED6	MGC23911,p24g5,p24gamma5
CCDC12	MGC23918
UPRT	DKFZp781E1243,FUR1,MGC23937,RP11-311P8.3
LDHAL6A	LDH6A,MGC23940
TCEAL7	MGC23947,WEX5
C9orf72	DENNL72,MGC23980
DENND5B	MGC24039
SRARP	C1orf64,ERRF,MGC24047
METTL6	MGC24132
C1orf162	MGC24133
FAM210A	C18orf19,HsT2329,MGC24180
RMI2	C16orf75,BLAP18,MGC24665
ZNF747	MGC2474
LBHD1	C11orf48,MGC2477
CUEDC2	C10orf66,MGC2491
PRR22	MGC24975
LRRC28	FLJ34269,FLJ45242,MGC24976
TBC1D16	FLJ20748,MGC25062
ZNF576	MGC2508
D2HGDH	D2HGD,FLJ42195,MGC25181
CCDC86	MGC2574
DDA1	C19orf58,MGC2594,PCIA1
KATNAL1	MGC2599
AUNIP	C1orf135,AIBp,MGC2603
ZBTB37	MGC2629,ZNF908
METTL22	C16orf68,FLJ12433,MGC2654
THOC6	WDR58,fSAP35,MGC2655
LRFN3	FIGLER1,MGC2656,SALM4
TRAM1L1	MGC26568
CCER1	C12orf12,MGC26598
